403, 2
404, 2
405, 2
406, 9
407, 4
408, 4
409, 1
410, 1
411, 1
412, 2
413, 2
414, 0
415, 3
416, 5
417, 3
418, 4
419, 5
420, 7
421, 6
422, 5
423, 2
424, 2
425, 1
426, 2
427, 1
428, 1
429, 3
430, 5
431, 1
432, 4
433, 4
434, 5
435, 3
436, 6
437, 3
438, 1
439, 3
440, 2
441, 3
442, 1
443, 2
444, 4
445, 2
446, 5
447, 6
448, 2
449, 5
450, 6
451, 8
452, 3
453, 6
454, 4
455, 2
456, 8
457, 5
458, 5
459, 4
460, 3
461, 4
462, 2
463, 5
464, 3
465, 3
466, 7
467, 5
468, 4
469, 4
470, 2
471, 3
472, 6
473, 3
474, 6
475, 1
476, 1
477, 2
478, 3
479, 1
480, 1
481, 5
482, 1
483, 3
484, 1
485, 4
486, 6
487, 4
488, 1
489, 1
490, 4
491, 1
492, 6
493, 7
494, 3
495, 3
496, 4
497, 2
498, 3
499, 3
500, 2
501, 6
502, 0
503, 0
504, 3
505, 5
506, 2
507, 1
508, 2
509, 2
510, 1
511, 4
512, 5
513, 0
514, 7
515, 2
516, 6
517, 4
518, 9
519, 4
520, 7
521, 4
522, 10
523, 4
524, 4
525, 6
526, 5
527, 5
528, 5
529, 3
530, 5
531, 8
532, 9
533, 4
534, 7
535, 3
536, 4
537, 6
538, 5
539, 4
540, 4
541, 8
542, 1
543, 6
544, 6
545, 3
546, 4
547, 3
548, 4
549, 10
550, 7
551, 5
552, 3
553, 1
554, 3
555, 2
556, 5
557, 7
558, 3
559, 3
560, 7
561, 5
562, 4
563, 3
564, 5
565, 4
566, 4
567, 3
568, 5
569, 6
570, 8
571, 6
572, 2
573, 6
574, 5
575, 4
576, 8
577, 6
578, 8
579, 6
580, 5
581, 1
582, 6
583, 4
584, 4
585, 6
586, 10
587, 6
588, 1
589, 9
590, 3
591, 5
592, 5
593, 3
594, 7
595, 5
596, 7
597, 6
598, 2
599, 4
600, 5
601, 2
602, 2
603, 4
604, 3
605, 6
606, 2
607, 5
608, 6
609, 6
610, 4
611, 7
612, 5
613, 3
614, 8
615, 3
616, 7
617, 7
618, 3
619, 1
620, 3
621, 5
622, 2
623, 3
624, 3
625, 2
626, 2
627, 1
628, 3
629, 5
630, 5
631, 6
632, 1
633, 10
634, 6
635, 3
636, 6
637, 1
638, 1
639, 3
640, 3
641, 1
642, 0
643, 4
644, 8
645, 7
646, 1
647, 1
648, 3
649, 5
650, 4
651, 4
652, 4
653, 4
654, 2
655, 10
656, 5
657, 4
658, 4
659, 3
660, 6
661, 3
662, 8
663, 5
664, 6
665, 2
666, 6
667, 4
668, 8
669, 3
670, 2
671, 4
672, 6
673, 4
674, 4
675, 6
676, 4
677, 4
678, 3
679, 3
680, 5
681, 4
682, 4
683, 8
684, 9
685, 5
686, 4
687, 7
688, 4
689, 6
690, 3
691, 4
692, 7
693, 6
694, 4
695, 7
696, 5
697, 6
698, 4
699, 2
700, 5
701, 4
702, 4
703, 4
704, 1
705, 3
706, 2
707, 5
708, 2
709, 1
710, 2
711, 3
712, 1
713, 7
714, 4
715, 5
716, 2
717, 3
718, 2
719, 3
720, 0
721, 1
722, 2
723, 2
724, 0
725, 2
726, 3
727, 3
728, 1
729, 3
730, 3
731, 1
732, 3
733, 0
734, 3
735, 1
736, 2
737, 3
738, 7
739, 1
740, 3
741, 2
742, 1
743, 1
744, 4
745, 6
746, 2
747, 3
748, 8
749, 1
750, 1
751, 1
752, 4
753, 2
754, 3
755, 4
756, 4
757, 0
758, 2
759, 2
760, 2
761, 3
762, 4
763, 1
764, 4
765, 2
766, 3
767, 0
768, 5
769, 1
770, 1
771, 3
772, 1
773, 2
774, 2
775, 2
776, 2
777, 2
778, 0
779, 2
780, 1
781, 3
782, 4
783, 3
784, 1
785, 1
786, 1
787, 2
788, 2
789, 3
790, 4
791, 3
792, 0
793, 3
794, 3
795, 4
796, 1
797, 4
798, 2
799, 0
800, 5
801, 1
802, 6
803, 2
804, 3
805, 5
806, 1
807, 0
808, 3
809, 2
810, 2
811, 5
812, 1
813, 5
814, 1
815, 4
816, 2
817, 1
818, 6
819, 2
820, 1
821, 5
822, 3
823, 2
824, 3
825, 4
826, 0
827, 2
828, 5
829, 1
830, 3
831, 2
832, 5
833, 7
834, 4
835, 2
836, 2
837, 1
838, 4
839, 3
840, 4
841, 8
842, 3
843, 2
844, 1
845, 2
846, 4
847, 2
848, 2
849, 2
850, 4
851, 4
852, 4
853, 6
854, 3
855, 3
856, 3
857, 2
858, 3
859, 2
860, 4
861, 2
862, 0
863, 7
864, 3
865, 1
866, 5
867, 2
868, 4
869, 2
870, 2
871, 3
872, 3
873, 7
874, 4
875, 0
876, 4
877, 4
878, 1
879, 4
880, 1
881, 3
882, 2
883, 3
884, 4
885, 1
886, 1
887, 2
888, 1
889, 3
890, 1
891, 1
892, 6
893, 1
894, 1
895, 2
896, 6
897, 2
898, 5
899, 3
900, 4
901, 3
902, 1
903, 2
904, 4
905, 3
906, 2
907, 5
908, 4
909, 2
910, 3
