0, 0
1, 0
2, 0
3, 0
4, 0
5, 0
6, 0
7, 0
8, 0
9, 2
10, 0
11, 0
12, 0
13, 0
14, 1
15, 1
16, 0
17, 0
18, 0
19, 0
20, 0
21, 1
22, 2
23, 0
24, 1
25, 3
26, 2
27, 2
28, 2
29, 0
30, 2
31, 7
32, 1
33, 3
34, 4
35, 1
36, 1
37, 3
38, 1
39, 4
40, 3
41, 6
42, 4
43, 5
44, 7
45, 7
46, 5
47, 4
48, 4
49, 6
50, 7
51, 1
52, 7
53, 9
54, 8
55, 5
56, 3
57, 5
58, 5
59, 4
60, 6
61, 3
62, 9
63, 4
64, 7
65, 3
66, 5
67, 3
68, 6
69, 6
70, 3
71, 5
72, 3
73, 5
74, 12
75, 4
76, 3
77, 4
78, 2
79, 1
80, 4
81, 3
82, 4
83, 1
84, 1
85, 2
86, 0
87, 2
88, 2
89, 2
90, 1
91, 1
92, 3
93, 1
94, 0
95, 0
96, 2
97, 1
98, 0
99, 0
100, 1
101, 0
102, 2
103, 0
104, 0
105, 0
106, 0
107, 0
108, 0
109, 1
110, 0
111, 1
112, 0
113, 0
114, 0
115, 1
116, 1
117, 0
118, 0
119, 0
120, 0
121, 1
122, 0
123, 0
124, 1
125, 0
126, 1
127, 3
128, 0
129, 1
130, 1
131, 3
132, 1
133, 0
134, 0
135, 3
136, 3
137, 2
138, 1
139, 2
140, 1
141, 2
142, 2
143, 2
144, 1
145, 1
146, 3
147, 2
148, 4
149, 2
150, 3
151, 1
152, 2
153, 7
154, 1
155, 0
156, 7
157, 5
158, 4
159, 5
160, 5
161, 3
162, 5
163, 2
164, 3
165, 4
166, 0
167, 5
168, 6
169, 8
170, 2
171, 4
172, 1
173, 5
174, 3
175, 5
176, 0
177, 4
178, 4
179, 4
180, 3
181, 5
182, 4
183, 5
184, 5
185, 4
186, 2
187, 2
188, 7
189, 3
190, 1
191, 1
192, 2
193, 6
194, 1
195, 1
196, 0
197, 0
198, 2
199, 2
200, 0
201, 4
202, 1
203, 0
204, 1
205, 3
206, 2
207, 2
208, 0
209, 0
210, 1
211, 3
212, 1
213, 3
214, 1
215, 4
216, 1
217, 0
218, 0
219, 4
220, 2
221, 3
222, 1
223, 0
224, 0
225, 1
226, 1
227, 1
228, 0
229, 1
230, 1
231, 0
232, 1
233, 0
234, 0
235, 0
236, 0
237, 0
238, 0
239, 1
240, 0
241, 1
242, 1
243, 2
244, 2
245, 1
246, 2
247, 0
248, 1
249, 1
250, 1
251, 3
252, 0
253, 1
254, 1
255, 1
256, 0
257, 2
258, 3
259, 1
260, 2
261, 3
262, 6
263, 2
264, 0
265, 1
266, 0
267, 1
268, 2
269, 1
270, 1
271, 1
272, 4
273, 2
274, 3
275, 5
276, 2
277, 1
278, 1
279, 2
280, 2
281, 1
282, 2
283, 1
284, 5
285, 4
286, 2
287, 1
288, 3
289, 6
290, 2
291, 2
292, 2
293, 2
294, 2
295, 3
296, 1
297, 2
298, 4
299, 5
300, 4
301, 3
302, 6
303, 1
304, 1
305, 4
306, 4
307, 2
308, 3
309, 2
310, 1
311, 5
312, 4
313, 2
314, 5
315, 7
316, 3
317, 4
318, 3
319, 6
320, 9
321, 4
322, 3
323, 4
324, 3
325, 1
326, 5
327, 5
328, 4
329, 2
330, 4
331, 7
332, 2
333, 3
334, 4
335, 3
336, 6
337, 3
338, 5
339, 2
340, 4
341, 3
342, 2
343, 0
344, 5
345, 1
346, 1
347, 0
348, 0
349, 1
350, 2
351, 1
352, 0
353, 0
354, 0
355, 0
356, 2
357, 0
358, 0
359, 1
360, 1
361, 0
362, 0
363, 1
364, 1
365, 1
366, 1
367, 0
368, 0
369, 1
370, 1
371, 0
372, 1
373, 0
374, 1
375, 0
376, 1
377, 3
378, 1
379, 3
380, 0
381, 0
382, 1
383, 0
384, 1
385, 0
386, 1
387, 1
388, 3
389, 3
390, 2
391, 3
392, 1
393, 1
394, 2
395, 3
396, 1
397, 1
398, 4
399, 4
400, 3
401, 7
402, 3
403, 6
404, 5
405, 4
406, 5
407, 3
408, 4
409, 2
410, 7
411, 4
412, 11
413, 2
414, 9
415, 10
416, 9
417, 8
418, 13
419, 7
420, 9
421, 6
422, 13
423, 15
424, 8
425, 15
426, 13
